#SpaceTrack

CAT ID,SATNAME,INTLDES,TYPE,COUNTRY,LAUNCH DATE,SITE,DECAY
27413 ,STS 110,2002-018A,PAYLOAD,US,2002-04-08,AFETR,2002-04-19
27414 ,NSS 7,2002-019A,PAYLOAD,SES,2002-04-16,FRGUI,
27415 ,ARIANE 44L R/B,2002-019B,ROCKET BODY,FR,2002-04-16,FRGUI,2005-03-26
27416 ,SOYUZ-TM 34,2002-020A,PAYLOAD,CIS,2002-04-25,TTMTR,2002-11-10
27417 ,SL-4 R/B,2002-020B,ROCKET BODY,CIS,2002-04-25,TTMTR,2002-04-26
27418 ,USA 76 DEB,1991-076M,DEBRIS,US,1991-11-08,AFWTR,
27419 ,USA 77 DEB,1991-076N,DEBRIS,US,1991-11-08,AFWTR,
27420 ,USA 60 DEB,1990-050J,DEBRIS,US,1990-06-08,AFETR,
27421 ,SPOT 5,2002-021A,PAYLOAD,FR,2002-05-04,FRGUI,
27422 ,IDEFIX/ARIANE 42P,2002-021B,PAYLOAD,FR,2002-05-04,FRGUI,
27423 ,COSMOS 539 DEB,1972-102C,DEBRIS,CIS,1972-12-21,PKMTR,2002-06-03
27424 ,AQUA,2002-022A,PAYLOAD,US,2002-05-04,AFWTR,
27425 ,DELTA 2 R/B,2002-022B,ROCKET BODY,US,2002-05-04,AFWTR,2002-07-02
27426 ,DIRECTV 5 (TEMPO 1),2002-023A,PAYLOAD,US,2002-05-07,TTMTR,
27427 ,SL-12 R/B(1),2002-023B,ROCKET BODY,CIS,2002-05-07,TTMTR,2002-05-09
27428 ,SL-12 PLAT,2002-023C,DEBRIS,CIS,2002-05-07,TTMTR,2002-05-08
27429 ,SL-12 R/B(2),2002-023D,ROCKET BODY,CIS,2002-05-07,TTMTR,
27430 ,HAIYANG 1,2002-024A,PAYLOAD,PRC,2002-05-15,TSC,
27431 ,FENGYUN 1D,2002-024B,PAYLOAD,PRC,2002-05-15,TSC,
27432 ,CZ-4B R/B,2002-024C,ROCKET BODY,PRC,2002-05-15,TSC,
27433 ,CZ-4B DEB,2002-024D,DEBRIS,PRC,2002-05-15,TSC,
27434 ,OFEQ 5,2002-025A,PAYLOAD,ISRA,2002-05-28,YAVNE,
27435 ,SHAVIT R/B,2002-025B,ROCKET BODY,ISRA,2002-05-28,YAVNE,2002-08-31
27436 ,COSMOS 2389,2002-026A,PAYLOAD,CIS,2002-05-28,PKMTR,
27437 ,SL-8 R/B,2002-026B,ROCKET BODY,CIS,2002-05-28,PKMTR,
27438 ,INTELSAT 905,2002-027A,PAYLOAD,ITSO,2002-06-05,FRGUI,
27439 ,ARIANE 44L R/B,2002-027B,ROCKET BODY,FR,2002-06-05,FRGUI,2003-11-01
27440 ,STS 111,2002-028A,PAYLOAD,US,2002-06-05,AFETR,2002-06-19
27441 ,EXPRESS 4A,2002-029A,PAYLOAD,CIS,2002-06-10,TTMTR,
27442 ,SL-12 R/B(1),2002-029B,ROCKET BODY,CIS,2002-06-10,TTMTR,2002-06-12
27443 ,SL-12 PLAT,2002-029C,DEBRIS,CIS,2002-06-10,TTMTR,2002-06-11
27444 ,SL-12 R/B(2),2002-029D,ROCKET BODY,CIS,2002-06-10,TTMTR,
27445 ,GALAXY 3C,2002-030A,PAYLOAD,US,2002-06-15,SEAL,
27446 ,BLOCK DM-SL R/B,2002-030B,ROCKET BODY,SEAL,2002-06-15,SEAL,
27447 ,SL-12 R/B(AUX MOTOR),2002-029E,ROCKET BODY,CIS,2002-06-10,TTMTR,2003-08-24
27448 ,SL-12 R/B(AUX MOTOR),2002-029F,ROCKET BODY,CIS,2002-06-10,TTMTR,2002-12-23
27449 ,CZ-4 DEB,1999-057ML,DEBRIS,PRC,1999-10-14,TSC,2013-02-03
27450 ,IRIDIUM 97,2002-031A,PAYLOAD,US,2002-06-20,PKMTR,2019-12-27
27451 ,IRIDIUM 98,2002-031B,PAYLOAD,US,2002-06-20,PKMTR,2018-08-24
27452 ,BREEZE-KM R/B,2002-031C,ROCKET BODY,CIS,2002-06-20,PKMTR,2002-11-16
27453 ,NOAA 17,2002-032A,PAYLOAD,US,2002-06-24,AFWTR,
27454 ,PROGRESS-M 46,2002-033A,PAYLOAD,CIS,2002-06-26,TTMTR,2002-10-14
27455 ,SL-4 R/B,2002-033B,ROCKET BODY,CIS,2002-06-26,TTMTR,2002-06-28
27456 ,COSMOS 2387 DEB,2002-008C,DEBRIS,CIS,2002-02-25,PKMTR,2002-06-28
27457 ,CONTOUR,2002-034A,PAYLOAD,US,2002-07-03,AFETR,
27458 ,DELTA 2 R/B(1),2002-034B,ROCKET BODY,US,2002-07-03,AFETR,2002-07-07
27459 ,DELTA 2 R/B(2),2002-034C,ROCKET BODY,US,2002-07-03,AFETR,2003-10-15
27460 ,EUTE 5 WEST A (STELLAT5),2002-035A,PAYLOAD,EUTE,2002-07-05,FRGUI,
27461 ,NSTAR C,2002-035B,PAYLOAD,JPN,2002-07-05,FRGUI,
27462 ,ARIANE 5 R/B,2002-035C,ROCKET BODY,FR,2002-07-05,FRGUI,
27463 ,ARIANE 5 DEB (SYLDA),2002-035D,DEBRIS,FR,2002-07-05,FRGUI,
27464 ,COSMOS 2390,2002-036A,PAYLOAD,CIS,2002-07-08,PKMTR,
27465 ,COSMOS 2391,2002-036B,PAYLOAD,CIS,2002-07-08,PKMTR,
27466 ,SL-8 R/B,2002-036C,ROCKET BODY,CIS,2002-07-08,PKMTR,
27467 ,SL-12 DEB,1983-127P,DEBRIS,CIS,1983-12-29,TTMTR,2005-05-15
27468 ,SL-12 DEB,1983-127Q,DEBRIS,CIS,1983-12-29,TTMTR,2004-07-11
27469 ,TITAN 4B DEB,2000-047C,DEBRIS,US,2000-08-17,AFWTR,
27470 ,COSMOS 2392,2002-037A,PAYLOAD,CIS,2002-07-25,TTMTR,
27471 ,SL-12 R/B(1),2002-037B,ROCKET BODY,CIS,2002-07-25,TTMTR,2002-07-26
27472 ,SL-12 PLAT,2002-037C,DEBRIS,CIS,2002-07-25,TTMTR,2002-07-26
27473 ,SL-12 R/B(2),2002-037D,ROCKET BODY,CIS,2002-07-25,TTMTR,
27474 ,SL-12 R/B(AUX MOTOR),2002-037E,ROCKET BODY,CIS,2002-07-25,TTMTR,2006-02-28
27475 ,SL-12 R/B(AUX MOTOR),2002-037F,ROCKET BODY,CIS,2002-07-25,TTMTR,2005-04-29
27476 ,SL-12 DEB,2002-037G,DEBRIS,CIS,2002-07-25,TTMTR,
27477 ,NOAA 16 DEB,2000-055B,DEBRIS,US,2000-09-21,AFWTR,2005-07-15
27478 ,MIDAS 4 DEB,1961-028H,DEBRIS,US,1961-10-21,AFWTR,
27479 ,TRANSIT 5B-1 DEB,1963-038P,DEBRIS,US,1963-09-28,AFWTR,2023-04-25
27480 ,DELTA 1 DEB,1968-055H,DEBRIS,US,1968-07-04,AFWTR,
27481 ,DELTA 1 DEB,1968-055J,DEBRIS,US,1968-07-04,AFWTR,
27482 ,CZ-4 DEB,1990-081CU,DEBRIS,PRC,1990-09-03,TSC,
27483 ,DELTA 2 DEB,1991-001D,DEBRIS,US,1991-01-08,AFETR,2013-04-04
27484 ,ARIANE 44L DEB,1992-041E,DEBRIS,FR,1992-07-09,FRGUI,2003-04-27
27485 ,ARIANE 44L DEB,1992-041F,DEBRIS,FR,1992-07-09,FRGUI,2003-03-19
27486 ,ARIANE 44L DEB,1992-041G,DEBRIS,FR,1992-07-09,FRGUI,2003-07-04
27487 ,ARIANE 44L DEB,1992-041H,DEBRIS,FR,1992-07-09,FRGUI,2003-11-10
27488 ,M-5 DEB,1997-005F,DEBRIS,JPN,1997-02-12,KSCUT,2003-04-23
27489 ,M-5 DEB,1997-005G,DEBRIS,JPN,1997-02-12,KSCUT,
27490 ,DELTA 2 DEB,1997-035D,DEBRIS,US,1997-07-23,AFETR,2002-10-28
27491 ,SL-16 DEB,1998-043L,DEBRIS,CIS,1998-07-10,TTMTR,
27492 ,CZ-4 DEB,1999-057MM,DEBRIS,PRC,1999-10-14,TSC,
27493 ,CZ-4 DEB,1999-057MN,DEBRIS,PRC,1999-10-14,TSC,
27494 ,COSMOS 2392 DEB,2002-037H,DEBRIS,CIS,2002-07-25,TTMTR,
27495 ,COSMOS 1461 DEB,1983-044FS,DEBRIS,CIS,1983-05-07,TTMTR,2002-12-20
27496 ,PSLV DEB,2001-049MQ,DEBRIS,IND,2001-10-22,SRI,2002-12-07
27497 ,TIMED DEB,2001-055E,DEBRIS,US,2001-12-07,AFWTR,2012-02-10
27498 ,PSLV DEB,2001-049MR,DEBRIS,IND,2001-10-22,SRI,2010-03-30
27499 ,EUTE 8 WEST C (HB 6),2002-038A,PAYLOAD,EUTE,2002-08-21,AFETR,
27500 ,ATLAS 5 CENTAUR R/B,2002-038B,ROCKET BODY,US,2002-08-21,AFETR,
27501 ,ECHOSTAR 8,2002-039A,PAYLOAD,US,2002-08-22,TTMTR,
27502 ,PSLV DEB,2001-049MS,DEBRIS,IND,2001-10-22,SRI,2005-11-10
27503 ,PSLV DEB,2001-049MT,DEBRIS,IND,2001-10-22,SRI,2006-11-25
27504 ,SL-12 R/B(2),2002-039B,ROCKET BODY,CIS,2002-08-22,TTMTR,
27505 ,ISS DEB,1998-067R,DEBRIS,ISS,1998-11-20,TTMTR,2002-09-04
27506 ,ISS DEB,1998-067S,DEBRIS,ISS,1998-11-20,TTMTR,2002-09-03
27507 ,ISS DEB,1998-067T,DEBRIS,ISS,1998-11-20,TTMTR,2002-09-04
27508 ,EUTE 12 WEST A (AB 1),2002-040A,PAYLOAD,EUTE,2002-08-28,FRGUI,
27509 ,METEOSAT 8 (MSG 1),2002-040B,PAYLOAD,EUME,2002-08-28,FRGUI,
27510 ,ARIANE 5 R/B,2002-040C,ROCKET BODY,FR,2002-08-28,FRGUI,
27511 ,ARIANE 5 DEB (SYLDA),2002-040D,DEBRIS,FR,2002-08-28,FRGUI,
27512 ,PSLV DEB,2001-049MU,DEBRIS,IND,2001-10-22,SRI,2004-01-25
27513 ,INTELSAT 906,2002-041A,PAYLOAD,ITSO,2002-09-06,FRGUI,
27514 ,ARIANE 44L R/B,2002-041B,ROCKET BODY,FR,2002-09-06,FRGUI,2002-12-04
27515 ,USERS (SERVICE MODULE),2002-042A,PAYLOAD,JPN,2002-09-10,TNSTA,2007-06-15
27516 ,DRTS,2002-042B,PAYLOAD,JPN,2002-09-10,TNSTA,
27517 ,H-2A R/B(1),2002-042C,ROCKET BODY,JPN,2002-09-10,TNSTA,2002-12-11
27518 ,H-2A R/B(2),2002-042D,ROCKET BODY,JPN,2002-09-10,TNSTA,
27519 ,H-2A DEB,2002-042E,DEBRIS,JPN,2002-09-10,TNSTA,2002-11-03
27520 ,H-2A DEB,2002-042F,DEBRIS,JPN,2002-09-10,TNSTA,2002-11-12
27521 ,ISS DEB,1998-067U,DEBRIS,ISS,1998-11-20,TTMTR,2002-09-11
27522 ,ISS DEB,1998-067V,DEBRIS,ISS,1998-11-20,TTMTR,2002-09-11
27523 ,ISS DEB,1998-067W,DEBRIS,ISS,1998-11-20,TTMTR,2002-09-12
27524 ,ISS DEB,1998-067X,DEBRIS,ISS,1998-11-20,TTMTR,2002-09-12
27525 ,KALPANA 1 (METSAT 1),2002-043A,PAYLOAD,IND,2002-09-12,SRI,
27526 ,PSLV R/B,2002-043B,ROCKET BODY,IND,2002-09-12,SRI,2012-05-09
27527 ,H-2A DEB,2002-042G,DEBRIS,JPN,2002-09-10,TNSTA,2002-10-02
27528 ,HISPASAT 30W-4,2002-044A,PAYLOAD,SPN,2002-09-18,AFETR,
27529 ,ATLAS 2AS CENTAUR R/B,2002-044B,ROCKET BODY,US,2002-09-18,AFETR,2003-04-03
27530 ,PSLV DEB,2001-049MV,DEBRIS,IND,2001-10-22,SRI,2022-11-29
27531 ,PROGRESS-M1 9,2002-045A,PAYLOAD,CIS,2002-09-25,TTMTR,2003-02-01
27532 ,SL-4 R/B,2002-045B,ROCKET BODY,CIS,2002-09-25,TTMTR,2002-09-27
27533 ,COSMOS 2390 DEB,2002-036D,DEBRIS,CIS,2002-07-08,PKMTR,
27534 ,NADEZHDA 7,2002-046A,PAYLOAD,CIS,2002-09-26,PKMTR,
27535 ,SL-8 R/B,2002-046B,ROCKET BODY,CIS,2002-09-26,PKMTR,
27536 ,CZ-4 DEB,1999-057MP,DEBRIS,PRC,1999-10-14,TSC,
27537 ,STS 112,2002-047A,PAYLOAD,US,2002-10-07,AFETR,2002-10-18
27538 ,PSLV DEB,2001-049MW,DEBRIS,IND,2001-10-22,SRI,
27539 ,ISS DEB,1998-067Y,DEBRIS,ISS,1998-11-20,TTMTR,2002-10-26
27540 ,INTEGRAL,2002-048A,PAYLOAD,ESA,2002-10-17,TTMTR,
27541 ,SL-12 R/B(1),2002-048B,ROCKET BODY,CIS,2002-10-17,TTMTR,2002-12-08
27542 ,SL-12 R/B(2),2002-048C,ROCKET BODY,CIS,2002-10-17,TTMTR,2010-11-03
27543 ,SL-12 DEB,2002-048D,DEBRIS,CIS,2002-10-17,TTMTR,2002-10-29
27544 ,SL-12 DEB,2002-048E,DEBRIS,CIS,2002-10-17,TTMTR,2002-11-01
27545 ,OPS 4682 DEB,1965-027BH,DEBRIS,US,1965-04-03,AFWTR,
27546 ,COSMOS 2391 DEB,2002-036E,DEBRIS,CIS,2002-07-08,PKMTR,
27547 ,SL-12 DEB,2002-048F,DEBRIS,CIS,2002-10-17,TTMTR,2002-10-31
27548 ,SL-12 DEB,2002-048G,DEBRIS,CIS,2002-10-17,TTMTR,2002-10-29
27549 ,SL-12 DEB,2002-048H,DEBRIS,CIS,2002-10-17,TTMTR,2002-10-29
27550 ,JB-3 B,2002-049A,PAYLOAD,PRC,2002-10-27,TSC,2015-01-22
27551 ,CZ-4B R/B,2002-049B,ROCKET BODY,PRC,2002-10-27,TSC,2007-01-06
27552 ,SOYUZ-TM 35,2002-050A,PAYLOAD,CIS,2002-10-30,TTMTR,2003-05-04
27553 ,SL-4 R/B,2002-050B,ROCKET BODY,CIS,2002-10-30,TTMTR,2002-11-01
27554 ,EUTE 25C (EUTE W5),2002-051A,PAYLOAD,EUTE,2002-11-20,AFETR,
27555 ,DELTA 4 R/B,2002-051B,ROCKET BODY,US,2002-11-20,AFETR,
27556 ,STS 113,2002-052A,PAYLOAD,US,2002-11-24,AFETR,2002-12-07
27557 ,ASTRA 1K,2002-053A,PAYLOAD,SES,2002-11-25,TTMTR,2002-12-10
27558 ,BLOCK DM R/B,2002-053B,ROCKET BODY,CIS,2002-11-25,TTMTR,2002-11-28
27559 ,ALSAT 1,2002-054A,PAYLOAD,ALG,2002-11-28,PKMTR,
27560 ,MOZHAYETS,2002-054B,PAYLOAD,CIS,2002-11-28,PKMTR,
27561 ,RUBIN 3/SL-8,2002-054C,PAYLOAD,GER,2002-11-28,PKMTR,
27562 ,MEPSI,2002-052B,PAYLOAD,US,2002-11-24,AFETR,2003-01-31
27563 ,DELTA 4 DEB,2002-051C,DEBRIS,US,2002-11-20,AFETR,2002-11-30
27564 ,DELTA 4 DEB,2002-051D,DEBRIS,US,2002-11-20,AFETR,2002-12-09
27565 ,DELTA 4 DEB,2002-051E,DEBRIS,US,2002-11-20,AFETR,2002-12-06
27566 ,TDRS 10,2002-055A,PAYLOAD,US,2002-12-05,AFETR,
27567 ,ATLAS 2A CENTAUR R/B,2002-055B,ROCKET BODY,US,2002-12-05,AFETR,2018-11-04
27568 ,COSMOS 1176 COOLANT,1980-034E,DEBRIS,CIS,1980-04-29,TTMTR,
27569 ,COSMOS 1249 COOLANT,1981-021R,DEBRIS,CIS,1981-03-05,TTMTR,
27570 ,COSMOS 1249 COOLANT,1981-021S,DEBRIS,CIS,1981-03-05,TTMTR,
27571 ,COSMOS 1249 COOLANT,1981-021T,DEBRIS,CIS,1981-03-05,TTMTR,
27572 ,COSMOS 1579 COOLANT,1984-069W,DEBRIS,CIS,1984-06-29,TTMTR,
27573 ,COSMOS 1579 COOLANT,1984-069X,DEBRIS,CIS,1984-06-29,TTMTR,
27574 ,DELTA 1 DEB,1975-052LC,DEBRIS,US,1975-06-12,AFWTR,2023-04-14
27575 ,DELTA 1 DEB,1977-065GE,DEBRIS,US,1977-07-14,AFETR,
27576 ,DELTA 1 DEB,1975-052LD,DEBRIS,US,1975-06-12,AFWTR,
27577 ,DELTA 1 DEB,1975-052LE,DEBRIS,US,1975-06-12,AFWTR,
27578 ,DELTA 1 DEB,1975-052LF,DEBRIS,US,1975-06-12,AFWTR,
27579 ,PSLV DEB,2001-049MX,DEBRIS,IND,2001-10-22,SRI,2013-04-01
27580 ,PSLV DEB,2001-049MY,DEBRIS,IND,2001-10-22,SRI,
27581 ,PSLV DEB,2001-049MZ,DEBRIS,IND,2001-10-22,SRI,2014-08-24
27582 ,PSLV DEB,2001-049NA,DEBRIS,IND,2001-10-22,SRI,
27583 ,PSLV DEB,2001-049NB,DEBRIS,IND,2001-10-22,SRI,2023-02-28
27584 ,PSLV DEB,2001-049NC,DEBRIS,IND,2001-10-22,SRI,2004-03-22
27585 ,PSLV DEB,2001-049ND,DEBRIS,IND,2001-10-22,SRI,
27586 ,PSLV DEB,2001-049NE,DEBRIS,IND,2001-10-22,SRI,
27587 ,PSLV DEB,2001-049NF,DEBRIS,IND,2001-10-22,SRI,2003-08-05
27588 ,PSLV DEB,2001-049NG,DEBRIS,IND,2001-10-22,SRI,2003-05-28
27589 ,SL-12 DEB,1985-037K,DEBRIS,CIS,1985-05-17,TTMTR,2002-12-13
27590 ,PSLV DEB,2001-049NH,DEBRIS,IND,2001-10-22,SRI,2015-04-01
27591 ,PSLV DEB,2001-049NJ,DEBRIS,IND,2001-10-22,SRI,2005-07-25
27592 ,PSLV DEB,2001-049NK,DEBRIS,IND,2001-10-22,SRI,2003-01-21
27593 ,ARIANE 2 DEB,1988-040C,DEBRIS,FR,1988-05-17,FRGUI,
27594 ,ARIANE 2 DEB,1988-040D,DEBRIS,FR,1988-05-17,FRGUI,
27595 ,ARIANE 2 DEB,1988-040E,DEBRIS,FR,1988-05-17,FRGUI,
27596 ,ARIANE 1 DEB,1986-019VN,DEBRIS,FR,1986-02-22,FRGUI,
27597 ,ADEOS 2,2002-056A,PAYLOAD,JPN,2002-12-14,TNSTA,
27598 ,FEDSAT,2002-056B,PAYLOAD,AUS,2002-12-14,TNSTA,
27599 ,WEOS,2002-056C,PAYLOAD,JPN,2002-12-14,TNSTA,
27600 ,MICRO LABSAT,2002-056D,PAYLOAD,JPN,2002-12-14,TNSTA,
27601 ,H-2A R/B,2002-056E,ROCKET BODY,JPN,2002-12-14,TNSTA,
27602 ,ARIANE 2 DEB,1989-006AC,DEBRIS,FR,1989-01-27,FRGUI,
27603 ,NSS 6,2002-057A,PAYLOAD,SES,2002-12-17,FRGUI,
27604 ,ARIANE 44L R/B,2002-057B,ROCKET BODY,FR,2002-12-17,FRGUI,
27605 ,RUBIN 2,2002-058A,PAYLOAD,GER,2002-12-20,TTMTR,
27606 ,LATINSAT B,2002-058B,PAYLOAD,ARGN,2002-12-20,TTMTR,
27607 ,SAUDISAT 1C,2002-058C,PAYLOAD,SAUD,2002-12-20,TTMTR,
27608 ,UNISAT 2,2002-058D,PAYLOAD,IT,2002-12-20,TTMTR,
27609 ,TRAILBLAZER 2,2002-058E,PAYLOAD,US,2002-12-20,TTMTR,
27610 ,SL-24 R/B,2002-058F,ROCKET BODY,CIS,2002-12-20,TTMTR,
27611 ,SL-24 DEB,2002-058G,DEBRIS,CIS,2002-12-20,TTMTR,
27612 ,LATINSAT A,2002-058H,PAYLOAD,ARGN,2002-12-20,TTMTR,
27613 ,COSMOS 2393,2002-059A,PAYLOAD,CIS,2002-12-24,PKMTR,2013-12-22
27614 ,SL-6 R/B(1),2002-059B,ROCKET BODY,CIS,2002-12-24,PKMTR,2003-02-03
27615 ,SL-6 PLAT,2002-059C,DEBRIS,CIS,2002-12-24,PKMTR,2003-01-15
27616 ,SL-6 R/B(2),2002-059D,ROCKET BODY,CIS,2002-12-24,PKMTR,2018-05-05
27617 ,COSMOS 2394 (GLONASS),2002-060A,PAYLOAD,CIS,2002-12-25,TTMTR,
27618 ,COSMOS 2396 (GLONASS),2002-060B,PAYLOAD,CIS,2002-12-25,TTMTR,
27619 ,COSMOS 2395 (GLONASS),2002-060C,PAYLOAD,CIS,2002-12-25,TTMTR,
27620 ,SL-12 R/B(2),2002-060D,ROCKET BODY,CIS,2002-12-25,TTMTR,
27621 ,SL-12 R/B(AUX MOTOR),2002-060E,ROCKET BODY,CIS,2002-12-25,TTMTR,2009-05-09
27622 ,SL-12 R/B(AUX MOTOR),2002-060F,ROCKET BODY,CIS,2002-12-25,TTMTR,2009-08-11
27623 ,PSLV DEB,2001-049NL,DEBRIS,IND,2001-10-22,SRI,2003-01-07
27624 ,DELTA 1 DEB,1968-055K,DEBRIS,US,1968-07-04,AFWTR,
27625 ,ARIANE 2 DEB,1988-098H,DEBRIS,FR,1988-10-28,FRGUI,
27626 ,ARIANE 2 DEB,1988-098J,DEBRIS,FR,1988-10-28,FRGUI,
27627 ,ARIANE 2 DEB,1988-098K,DEBRIS,FR,1988-10-28,FRGUI,2003-07-19
27628 ,SL-14 DEB,1987-068CK,DEBRIS,CIS,1987-08-18,PKMTR,
27629 ,SL-14 DEB,1987-068CL,DEBRIS,CIS,1987-08-18,PKMTR,
27630 ,SZ-4,2002-061A,PAYLOAD,PRC,2002-12-29,JSC,2003-01-05
27631 ,CZ-2F R/B,2002-061B,ROCKET BODY,PRC,2002-12-29,JSC,2003-01-09
27632 ,NIMIQ 2,2002-062A,PAYLOAD,CA,2002-12-29,TTMTR,
27633 ,BREEZE-M R/B,2002-062B,ROCKET BODY,CIS,2002-12-29,TTMTR,
27634 ,SZ-4 MODULE,2002-061C,PAYLOAD,PRC,2002-12-29,JSC,2003-09-09
27635 ,OPS 0856 DEB,1966-077AA,DEBRIS,US,1966-08-19,AFWTR,
27636 ,OPS 0856 DEB,1966-077AB,DEBRIS,US,1966-08-19,AFWTR,
27637 ,SEASAT 1 DEB,1978-064L,DEBRIS,US,1978-06-27,AFWTR,2002-12-31
27638 ,COSMOS 1579 COOLANT,1984-069Y,DEBRIS,CIS,1984-06-29,TTMTR,
27639 ,SL-14 DEB,1987-068CM,DEBRIS,CIS,1987-08-18,PKMTR,
27640 ,CORIOLIS,2003-001A,PAYLOAD,US,2003-01-06,AFWTR,
27641 ,TITAN 2 R/B,2003-001B,ROCKET BODY,US,2003-01-06,AFWTR,2003-12-19
27642 ,ICESAT,2003-002A,PAYLOAD,US,2003-01-13,AFWTR,2010-08-30
27643 ,CHIPSAT,2003-002B,PAYLOAD,US,2003-01-13,AFWTR,
27644 ,DELTA 2 DEB (DPAF),2003-002C,DEBRIS,US,2003-01-13,AFWTR,2013-12-13
27645 ,DELTA 2 R/B,2003-002D,ROCKET BODY,US,2003-01-13,AFWTR,2003-03-18
27646 ,BREEZE-M DEB (TANK),2002-062C,DEBRIS,CIS,2002-12-29,TTMTR,
27647 ,STS 107,2003-003A,PAYLOAD,US,2003-01-16,AFETR,2003-02-01
27648 ,ARIANE 3 DEB,1984-081F,DEBRIS,FR,1984-08-04,FRGUI,
27649 ,ARIANE 2 DEB,1989-006AD,DEBRIS,FR,1989-01-27,FRGUI,
27650 ,ARIANE 2 DEB,1989-006AE,DEBRIS,FR,1989-01-27,FRGUI,
27651 ,SORCE,2003-004A,PAYLOAD,US,2003-01-25,ERAS,
27652 ,PEGASUS R/B,2003-004B,ROCKET BODY,US,2003-01-25,ERAS,
27653 ,PSLV DEB,2001-049NQ,DEBRIS,IND,2001-10-22,SRI,
27654 ,PSLV DEB,2001-049NR,DEBRIS,IND,2001-10-22,SRI,2015-02-07
27655 ,PSLV DEB,2001-049NS,DEBRIS,IND,2001-10-22,SRI,
27656 ,PSLV DEB,2001-049NT,DEBRIS,IND,2001-10-22,SRI,2005-01-17
27657 ,PSLV DEB,2001-049NU,DEBRIS,IND,2001-10-22,SRI,
27658 ,ISIS 2 DEB,1971-024D,DEBRIS,CA,1971-04-01,AFWTR,
27659 ,ARIANE 44LP DEB,1989-062P,DEBRIS,FR,1989-08-08,FRGUI,
27660 ,ARIANE 44LP DEB,1989-062Q,DEBRIS,FR,1989-08-08,FRGUI,
27661 ,ARIANE 44LP DEB,1991-015M,DEBRIS,FR,1991-03-02,FRGUI,
27662 ,ARIANE 44LP DEB,1991-015N,DEBRIS,FR,1991-03-02,FRGUI,
27663 ,NAVSTAR 51 (USA 166),2003-005A,PAYLOAD,US,2003-01-29,AFETR,
27664 ,XSS 10,2003-005B,PAYLOAD,US,2003-01-29,AFETR,
27665 ,DELTA 2 R/B(1),2003-005C,ROCKET BODY,US,2003-01-29,AFETR,
27666 ,DELTA 2 R/B(2) (PAM-D),2003-005D,ROCKET BODY,US,2003-01-29,AFETR,2005-02-08
27667 ,ARIANE 44L DEB,1991-075C,DEBRIS,FR,1991-10-29,FRGUI,2009-08-10
27668 ,ARIANE 44L DEB,1991-075D,DEBRIS,FR,1991-10-29,FRGUI,2007-01-08
27669 ,ARIANE 44L DEB,1991-075E,DEBRIS,FR,1991-10-29,FRGUI,
27670 ,ARIANE 44L DEB,1991-075F,DEBRIS,FR,1991-10-29,FRGUI,2006-10-08
27671 ,ARIANE 44L DEB,1991-075G,DEBRIS,FR,1991-10-29,FRGUI,
27672 ,ARIANE 44L DEB,1991-075H,DEBRIS,FR,1991-10-29,FRGUI,2005-07-14
27673 ,ARIANE 44L DEB,1991-075J,DEBRIS,FR,1991-10-29,FRGUI,
27674 ,ARIANE 44L DEB,1991-075K,DEBRIS,FR,1991-10-29,FRGUI,2018-11-06
27675 ,ARIANE 44L DEB,1992-041J,DEBRIS,FR,1992-07-09,FRGUI,2003-05-18
27676 ,CZ-4 DEB,1999-057MQ,DEBRIS,PRC,1999-10-14,TSC,
27677 ,CZ-4 DEB,1999-057MR,DEBRIS,PRC,1999-10-14,TSC,
27678 ,CZ-4 DEB,1999-057MS,DEBRIS,PRC,1999-10-14,TSC,
27679 ,PEGASUS DEB,1994-029AEJ,DEBRIS,US,1994-05-19,AFWTR,
27680 ,USA 130 DEB,1997-008E,DEBRIS,US,1997-02-23,AFETR,
27681 ,PROGRESS-M 47,2003-006A,PAYLOAD,CIS,2003-02-02,TTMTR,2003-08-28
27682 ,SL-4 R/B,2003-006B,ROCKET BODY,CIS,2003-02-02,TTMTR,2003-02-04
27683 ,INTELSAT 907,2003-007A,PAYLOAD,ITSO,2003-02-15,FRGUI,
27684 ,ARIANE 44L R/B,2003-007B,ROCKET BODY,FR,2003-02-15,FRGUI,
27685 ,ARIANE 42P+ DEB,1992-072M,DEBRIS,FR,1992-10-28,FRGUI,
27686 ,DELTA 2 DEB,1993-054D,DEBRIS,US,1993-08-30,AFETR,2014-03-19
27687 ,CZ-4 DEB,1999-057MT,DEBRIS,PRC,1999-10-14,TSC,
27688 ,CZ-4 DEB,1999-057MU,DEBRIS,PRC,1999-10-14,TSC,
27689 ,SL-16 DEB,2001-056H,DEBRIS,CIS,2001-12-10,TTMTR,
27690 ,SL-16 DEB,2001-056J,DEBRIS,CIS,2001-12-10,TTMTR,
27691 ,USA 167,2003-008A,PAYLOAD,US,2003-03-11,AFETR,
27692 ,DELTA 4 R/B,2003-008B,ROCKET BODY,US,2003-03-11,AFETR,
27693 ,IABS R/B,2003-008C,ROCKET BODY,US,2003-03-11,AFETR,
27694 ,DELTA 4 DEB,2002-051F,DEBRIS,US,2002-11-20,AFETR,2003-05-26
27695 ,DELTA 4 DEB,2002-051G,DEBRIS,US,2002-11-20,AFETR,2006-11-29
27696 ,DELTA 4 DEB,2002-051H,DEBRIS,US,2002-11-20,AFETR,2003-11-06
