#SpaceTrack

CAT ID,SATNAME,INTLDES,TYPE,COUNTRY,LAUNCH DATE,SITE,DECAY
14308 ,SL-12 R/B(1),1983-088B,ROCKET BODY,CIS,1983-08-25,TTMTR,1983-08-28
14309 ,SL-12 PLAT,1983-088C,DEBRIS,CIS,1983-08-25,TTMTR,1983-08-26
14310 ,SL-12 R/B(AUX MOTOR),1983-088D,ROCKET BODY,CIS,1983-08-25,TTMTR,1984-07-06
14311 ,SL-12 R/B(AUX MOTOR),1983-088E,ROCKET BODY,CIS,1983-08-25,TTMTR,1984-03-30
14312 ,STS 8,1983-089A,PAYLOAD,US,1983-08-30,AFETR,1983-09-05
14313 ,MOLNIYA 3-21,1983-090A,PAYLOAD,CIS,1983-08-30,PKMTR,2001-05-22
14314 ,SL-6 R/B(1),1983-090B,ROCKET BODY,CIS,1983-08-30,PKMTR,1983-09-12
14315 ,SL-6 PLAT,1983-090C,DEBRIS,CIS,1983-08-30,PKMTR,1983-09-19
14316 ,COSMOS 1494,1983-091A,PAYLOAD,CIS,1983-08-31,KYMTR,1985-09-26
14317 ,SL-8 R/B,1983-091B,ROCKET BODY,CIS,1983-08-31,KYMTR,1985-05-24
14318 ,INSAT 1B,1983-089B,PAYLOAD,IND,1983-08-30,AFETR,
14319 ,SL-6 R/B(2),1983-090D,ROCKET BODY,CIS,1983-08-30,PKMTR,2002-01-16
14320 ,COSMOS 1495,1983-092A,PAYLOAD,CIS,1983-09-03,PKMTR,1983-09-16
14321 ,SL-4 R/B,1983-092B,ROCKET BODY,CIS,1983-09-03,PKMTR,1983-09-06
14322 ,COSMOS 1493 DEB,1983-087D,DEBRIS,CIS,1983-08-23,PKMTR,1983-09-18
14323 ,COSMOS 1493 DEB,1983-087E,DEBRIS,CIS,1983-08-23,PKMTR,1983-12-06
14324 ,COSMOS 1493 DEB,1983-087F,DEBRIS,CIS,1983-08-23,PKMTR,1984-10-10
14325 ,COSMOS 1493 DEB,1983-087G,DEBRIS,CIS,1983-08-23,PKMTR,1983-10-29
14326 ,COSMOS 1496,1983-093A,PAYLOAD,CIS,1983-09-07,PKMTR,1983-10-19
14327 ,SL-4 R/B,1983-093B,ROCKET BODY,CIS,1983-09-07,PKMTR,1983-09-11
14328 ,SATCOM 2R,1983-094A,PAYLOAD,US,1983-09-08,AFETR,
14329 ,DELTA 1 R/B,1983-094B,ROCKET BODY,US,1983-09-08,AFETR,1999-04-16
14330 ,COSMOS 1497,1983-095A,PAYLOAD,CIS,1983-09-09,PKMTR,1983-09-23
14331 ,SL-4 R/B,1983-095B,ROCKET BODY,CIS,1983-09-09,PKMTR,1983-09-19
14332 ,SATCOM 2R R/B(PAM-D),1983-094C,ROCKET BODY,US,1983-09-08,AFETR,1984-05-21
14333 ,SL-12 R/B(2),1983-088F,ROCKET BODY,CIS,1983-08-25,TTMTR,
14334 ,COSMOS 1498,1983-096A,PAYLOAD,CIS,1983-09-14,PKMTR,1983-09-29
14335 ,SL-4 R/B,1983-096B,ROCKET BODY,CIS,1983-09-14,PKMTR,1983-09-19
14336 ,SL-4 DEB,1983-096C,DEBRIS,CIS,1983-09-14,PKMTR,1983-09-19
14337 ,COSMOS 1495 DEB,1983-092C,DEBRIS,CIS,1983-09-03,PKMTR,1983-09-19
14338 ,COSMOS 1495 DEB,1983-092D,DEBRIS,CIS,1983-09-03,PKMTR,1983-09-22
14339 ,COSMOS 1499,1983-097A,PAYLOAD,CIS,1983-09-17,PKMTR,1983-10-01
14340 ,SL-4 R/B,1983-097B,ROCKET BODY,CIS,1983-09-17,PKMTR,1983-09-26
14341 ,SL-4 DEB,1983-097C,DEBRIS,CIS,1983-09-17,PKMTR,1983-09-19
14342 ,COSMOS 1355 DEB,1982-038W,DEBRIS,CIS,1982-04-29,TTMTR,1983-11-20
14343 ,SL-6 DEB,1982-115AF,DEBRIS,CIS,1982-12-08,TTMTR,1985-04-02
14344 ,SL-8 DEB *,1982-037C,DEBRIS,CIS,1982-04-28,PKMTR,
14345 ,SL-8 DEB *,1979-089C,DEBRIS,CIS,1979-10-11,PKMTR,
14346 ,SL-8 DEB,1981-041D,DEBRIS,CIS,1981-05-07,PKMTR,
14347 ,COSMOS 1488 DEB,1983-082F,DEBRIS,CIS,1983-08-09,PKMTR,1983-11-13
14348 ,COSMOS 1220 DEB,1980-089BF,DEBRIS,CIS,1980-11-04,TTMTR,1985-09-27
14349 ,COSMOS 1220 DEB,1980-089BG,DEBRIS,CIS,1980-11-04,TTMTR,1984-03-04
14350 ,COSMOS 1220 DEB,1980-089BH,DEBRIS,CIS,1980-11-04,TTMTR,1988-05-27
14351 ,COSMOS 1220 DEB,1980-089BJ,DEBRIS,CIS,1980-11-04,TTMTR,1985-11-09
14352 ,COSMOS 1220 DEB,1980-089BK,DEBRIS,CIS,1980-11-04,TTMTR,1985-04-15
14353 ,COSMOS 1220 DEB,1980-089BL,DEBRIS,CIS,1980-11-04,TTMTR,1988-07-11
14354 ,COSMOS 1220 DEB,1980-089BM,DEBRIS,CIS,1980-11-04,TTMTR,1989-02-07
14355 ,COSMOS 1220 DEB,1980-089BN,DEBRIS,CIS,1980-11-04,TTMTR,1989-02-07
14356 ,COSMOS 1275 DEB,1981-053HP,DEBRIS,CIS,1981-06-04,PKMTR,1999-02-28
14357 ,COSMOS 1275 DEB,1981-053HQ,DEBRIS,CIS,1981-06-04,PKMTR,
14358 ,COSMOS 1275 DEB,1981-053HR,DEBRIS,CIS,1981-06-04,PKMTR,
14359 ,COSMOS 1275 DEB,1981-053HS,DEBRIS,CIS,1981-06-04,PKMTR,1989-07-07
14360 ,COSMOS 1275 DEB,1981-053HT,DEBRIS,CIS,1981-06-04,PKMTR,2003-05-13
14361 ,COSMOS 1275 DEB,1981-053HU,DEBRIS,CIS,1981-06-04,PKMTR,2001-03-10
14362 ,COSMOS 1275 DEB,1981-053HV,DEBRIS,CIS,1981-06-04,PKMTR,1992-03-13
14363 ,COSMOS 1275 DEB,1981-053HW,DEBRIS,CIS,1981-06-04,PKMTR,1989-08-20
14364 ,COSMOS 1275 DEB,1981-053HX,DEBRIS,CIS,1981-06-04,PKMTR,
14365 ,GALAXY 2,1983-098A,PAYLOAD,US,1983-09-22,AFETR,
14366 ,DELTA 1 R/B,1983-098B,ROCKET BODY,US,1983-09-22,AFETR,1983-10-30
14367 ,COSMOS 1497 DEB,1983-095C,DEBRIS,CIS,1983-09-09,PKMTR,1983-12-14
14368 ,COSMOS 1497 DEB,1983-095D,DEBRIS,CIS,1983-09-09,PKMTR,1984-10-08
14369 ,GALAXY 2 R/B(PAM-D),1983-098C,ROCKET BODY,US,1983-09-22,AFETR,1984-06-19
14370 ,COSMOS 1497 DEB,1983-095E,DEBRIS,CIS,1983-09-09,PKMTR,1983-11-14
14371 ,COSMOS 1489 DEB,1983-083D,DEBRIS,CIS,1983-08-10,TTMTR,1983-09-24
14372 ,COSMOS 1500,1983-099A,PAYLOAD,CIS,1983-09-28,PKMTR,
14373 ,SL-14 R/B,1983-099B,ROCKET BODY,CIS,1983-09-28,PKMTR,
14374 ,COSMOS 1498 DEB,1983-096D,DEBRIS,CIS,1983-09-14,PKMTR,1983-10-16
14375 ,COSMOS 1498 DEB,1983-096E,DEBRIS,CIS,1983-09-14,PKMTR,1983-10-04
14376 ,COSMOS 1498 DEB,1983-096F,DEBRIS,CIS,1983-09-14,PKMTR,1983-10-05
14377 ,EKRAN 11,1983-100A,PAYLOAD,CIS,1983-09-29,TTMTR,
14378 ,SL-12 R/B(1),1983-100B,ROCKET BODY,CIS,1983-09-29,TTMTR,1983-10-02
14379 ,SL-12 PLAT,1983-100C,DEBRIS,CIS,1983-09-29,TTMTR,1983-09-30
14380 ,COSMOS 1501,1983-101A,PAYLOAD,CIS,1983-09-30,PKMTR,1989-05-26
14381 ,SL-8 R/B,1983-101B,ROCKET BODY,CIS,1983-09-30,PKMTR,1989-03-30
14382 ,COSMOS 1499 DEB,1983-097D,DEBRIS,CIS,1983-09-17,PKMTR,1983-12-20
14383 ,COSMOS 1499 DEB,1983-097E,DEBRIS,CIS,1983-09-17,PKMTR,1983-10-07
14384 ,COSMOS 1499 DEB,1983-097F,DEBRIS,CIS,1983-09-17,PKMTR,1984-11-04
14385 ,COSMOS 1499 DEB,1983-097G,DEBRIS,CIS,1983-09-17,PKMTR,1983-11-20
14386 ,SALYUT 7 DEB,1982-033AG,DEBRIS,CIS,1982-04-19,TTMTR,1983-11-16
14387 ,SALYUT 7 DEB,1982-033AH,DEBRIS,CIS,1982-04-19,TTMTR,1984-02-19
14388 ,SALYUT 7 DEB,1982-033AJ,DEBRIS,CIS,1982-04-19,TTMTR,1983-11-01
14389 ,SL-12 R/B(AUX MOTOR),1983-100D,ROCKET BODY,CIS,1983-09-29,TTMTR,1984-06-16
14390 ,SL-12 R/B(AUX MOTOR),1983-100E,ROCKET BODY,CIS,1983-09-29,TTMTR,1984-04-26
14391 ,COSMOS 1499 DEB,1983-097H,DEBRIS,CIS,1983-09-17,PKMTR,1984-01-04
14392 ,SALYUT 7 DEB,1982-033AK,DEBRIS,CIS,1982-04-19,TTMTR,1984-03-15
14393 ,SALYUT 7 DEB,1982-033AL,DEBRIS,CIS,1982-04-19,TTMTR,1983-10-29
14394 ,SL-12 R/B(2),1983-100F,ROCKET BODY,CIS,1983-09-29,TTMTR,
14395 ,COSMOS 1502,1983-102A,PAYLOAD,CIS,1983-10-05,PKMTR,1985-08-29
14396 ,SL-8 R/B,1983-102B,ROCKET BODY,CIS,1983-10-05,PKMTR,1984-06-01
14397 ,SLV-3 DEB,1983-033F,DEBRIS,IND,1983-04-17,SRI,1984-02-04
14398 ,SL-8 DEB *,1982-051C,DEBRIS,CIS,1982-06-01,PKMTR,
14399 ,COSMOS 1275 DEB,1981-053HY,DEBRIS,CIS,1981-06-04,PKMTR,1992-02-03
14400 ,COSMOS 1275 DEB,1981-053HZ,DEBRIS,CIS,1981-06-04,PKMTR,1990-03-14
14401 ,COSMOS 1503,1983-103A,PAYLOAD,CIS,1983-10-12,PKMTR,
14402 ,SL-8 R/B,1983-103B,ROCKET BODY,CIS,1983-10-12,PKMTR,
14403 ,COSMOS 1504,1983-104A,PAYLOAD,CIS,1983-10-14,TTMTR,1983-12-06
14404 ,SL-4 R/B,1983-104B,ROCKET BODY,CIS,1983-10-14,TTMTR,1983-10-17
14405 ,COSMOS 1275 DEB,1981-053JA,DEBRIS,CIS,1981-06-04,PKMTR,
14406 ,COSMOS 1275 DEB,1981-053JB,DEBRIS,CIS,1981-06-04,PKMTR,
14407 ,COSMOS 1275 DEB,1981-053JC,DEBRIS,CIS,1981-06-04,PKMTR,
14408 ,COSMOS 1275 DEB,1981-053JD,DEBRIS,CIS,1981-06-04,PKMTR,
14409 ,COSMOS 1275 DEB,1981-053JE,DEBRIS,CIS,1981-06-04,PKMTR,
14410 ,COSMOS 249 DEB,1968-091CL,DEBRIS,CIS,1968-10-20,TTMTR,
14411 ,COSMOS 249 DEB,1968-091CM,DEBRIS,CIS,1968-10-20,TTMTR,2000-06-11
14412 ,COSMOS 249 DEB,1968-091CN,DEBRIS,CIS,1968-10-20,TTMTR,
14413 ,COSMOS 249 DEB,1968-091CP,DEBRIS,CIS,1968-10-20,TTMTR,1988-08-24
14414 ,COSMOS 249 DEB,1968-091CQ,DEBRIS,CIS,1968-10-20,TTMTR,1993-10-15
14415 ,COSMOS 249 DEB,1968-091CR,DEBRIS,CIS,1968-10-20,TTMTR,1986-04-12
14416 ,COSMOS 249 DEB *,1968-091CS,DEBRIS,CIS,1968-10-20,TTMTR,2004-04-12
14417 ,COSMOS 249 DEB *,1968-091CT,DEBRIS,CIS,1968-10-20,TTMTR,2023-04-01
14418 ,COSMOS 252 DEB,1968-097DZ,DEBRIS,CIS,1968-11-01,TTMTR,1988-09-28
14419 ,SL-12 R/B(AUX MOTOR),1979-062F,ROCKET BODY,CIS,1979-07-05,TTMTR,1980-03-10
14420 ,COSMOS 252 DEB,1968-097EB,DEBRIS,CIS,1968-11-01,TTMTR,
14421 ,INTELSAT 507,1983-105A,PAYLOAD,ITSO,1983-10-19,FRGUI,
14422 ,PROGRESS 18,1983-106A,PAYLOAD,CIS,1983-10-20,TTMTR,1983-11-16
14423 ,ARIANE 1 R/B,1983-105B,ROCKET BODY,FR,1983-10-19,FRGUI,1987-05-04
14424 ,SL-4 R/B,1983-106B,ROCKET BODY,CIS,1983-10-20,TTMTR,1983-10-22
14425 ,COSMOS 1505,1983-107A,PAYLOAD,CIS,1983-10-21,PKMTR,1983-11-04
14426 ,SL-4 R/B,1983-107B,ROCKET BODY,CIS,1983-10-21,PKMTR,1983-10-30
14427 ,ELEKTRON 1 DEB,1964-006E,DEBRIS,CIS,1964-01-30,TTMTR,1990-01-03
14428 ,ELEKTRON 1 DEB,1964-006F,DEBRIS,CIS,1964-01-30,TTMTR,1999-07-15
14429 ,COSMOS 249 DEB,1968-091CU,DEBRIS,CIS,1968-10-20,TTMTR,1989-12-12
14430 ,COSMOS 249 DEB,1968-091CV,DEBRIS,CIS,1968-10-20,TTMTR,
14431 ,COSMOS 1220 DEB,1980-089BP,DEBRIS,CIS,1980-11-04,TTMTR,1989-03-18
14432 ,COSMOS 1220 DEB,1980-089BQ,DEBRIS,CIS,1980-11-04,TTMTR,1989-03-02
14433 ,COSMOS 1220 DEB,1980-089BR,DEBRIS,CIS,1980-11-04,TTMTR,1985-11-08
14434 ,SL-6 DEB,1982-115AG,DEBRIS,CIS,1982-12-08,TTMTR,1985-11-16
14435 ,COSMOS 1355 DEB,1982-038X,DEBRIS,CIS,1982-04-29,TTMTR,1983-11-12
14436 ,COSMOS 1355 DEB,1982-038Y,DEBRIS,CIS,1982-04-29,TTMTR,1983-12-23
14437 ,COSMOS 1260 DEB,1981-028BS,DEBRIS,CIS,1981-03-20,TTMTR,1989-01-24
14438 ,COSMOS 1260 DEB,1981-028BT,DEBRIS,CIS,1981-03-20,TTMTR,1988-10-12
14439 ,COSMOS 1275 DEB,1981-053JF,DEBRIS,CIS,1981-06-04,PKMTR,1993-01-14
14440 ,COSMOS 1275 DEB,1981-053JG,DEBRIS,CIS,1981-06-04,PKMTR,
14441 ,COSMOS 1275 DEB,1981-053JH,DEBRIS,CIS,1981-06-04,PKMTR,
14442 ,COSMOS 970 DEB,1977-121BE,DEBRIS,CIS,1977-12-21,TTMTR,
14443 ,COSMOS 970 DEB,1977-121BF,DEBRIS,CIS,1977-12-21,TTMTR,
14444 ,COSMOS 970 DEB,1977-121BG,DEBRIS,CIS,1977-12-21,TTMTR,
14445 ,COSMOS 970 DEB,1977-121BH,DEBRIS,CIS,1977-12-21,TTMTR,
14446 ,COSMOS 397 DEB *,1971-015CQ,DEBRIS,CIS,1971-02-25,TTMTR,
14447 ,COSMOS 397 DEB,1971-015CR,DEBRIS,CIS,1971-02-25,TTMTR,1999-12-26
14448 ,COSMOS 397 DEB,1971-015CS,DEBRIS,CIS,1971-02-25,TTMTR,1999-07-22
14449 ,COSMOS 1220 DEB,1980-089BS,DEBRIS,CIS,1980-11-04,TTMTR,1989-06-03
14450 ,COSMOS 1506,1983-108A,PAYLOAD,CIS,1983-10-26,PKMTR,
14451 ,SL-8 R/B,1983-108B,ROCKET BODY,CIS,1983-10-26,PKMTR,
14452 ,METEOR 2-10,1983-109A,PAYLOAD,CIS,1983-10-28,PKMTR,
14453 ,SL-3 R/B,1983-109B,ROCKET BODY,CIS,1983-10-28,PKMTR,
14454 ,SL-3 DEB,1983-109C,DEBRIS,CIS,1983-10-28,PKMTR,
14455 ,COSMOS 1507,1983-110A,PAYLOAD,CIS,1983-10-29,TTMTR,1987-08-19
14456 ,SL-11 R/B,1983-110B,ROCKET BODY,CIS,1983-10-29,TTMTR,1983-10-29
14457 ,DELTA 1 DEB *,1978-026FX,DEBRIS,US,1978-03-05,AFWTR,1991-12-26
14458 ,DELTA 1 DEB,1978-026FY,DEBRIS,US,1978-03-05,AFWTR,
14459 ,DELTA 1 DEB,1978-026FZ,DEBRIS,US,1978-03-05,AFWTR,1990-10-08
14460 ,DELTA 1 DEB,1978-026GA,DEBRIS,US,1978-03-05,AFWTR,
14461 ,DELTA 1 DEB,1978-026GB,DEBRIS,US,1978-03-05,AFWTR,
14462 ,DELTA 1 DEB,1978-026GC,DEBRIS,US,1978-03-05,AFWTR,1988-05-05
14463 ,DELTA 1 DEB,1978-026GD,DEBRIS,US,1978-03-05,AFWTR,
14464 ,DELTA 1 DEB,1978-026GE,DEBRIS,US,1978-03-05,AFWTR,
14465 ,DELTA 1 DEB,1978-026GF,DEBRIS,US,1978-03-05,AFWTR,
14466 ,THORAD AGENA D DEB,1970-025NS,DEBRIS,US,1970-04-08,AFWTR,
14467 ,THORAD AGENA D DEB,1970-025NT,DEBRIS,US,1970-04-08,AFWTR,
14468 ,THORAD AGENA D DEB,1970-025NU,DEBRIS,US,1970-04-08,AFWTR,1992-01-31
14469 ,THORAD AGENA D DEB,1970-025NV,DEBRIS,US,1970-04-08,AFWTR,
14470 ,DELTA 1 DEB,1973-086GP,DEBRIS,US,1973-11-06,AFWTR,
14471 ,DELTA 1 DEB,1976-077EN,DEBRIS,US,1976-07-29,AFWTR,
14472 ,DELTA 1 DEB,1976-077EP,DEBRIS,US,1976-07-29,AFWTR,
14473 ,DELTA 1 DEB,1973-086GQ,DEBRIS,US,1973-11-06,AFWTR,
14474 ,THORAD DELTA 1 DEB,1974-089EQ,DEBRIS,US,1974-11-15,AFWTR,
14475 ,THORAD DELTA 1 DEB,1974-089ER,DEBRIS,US,1974-11-15,AFWTR,
14476 ,DELTA 1 DEB,1972-058JD,DEBRIS,US,1972-07-23,AFWTR,1991-04-23
14477 ,NOAA 8 DEB,1983-022C,DEBRIS,US,1983-03-28,AFWTR,1991-05-21
14478 ,THORAD AGENA D DEB,1970-025NW,DEBRIS,US,1970-04-08,AFWTR,
14479 ,THORAD AGENA D DEB,1970-025NX,DEBRIS,US,1970-04-08,AFWTR,1990-01-04
14480 ,DELTA 1 DEB,1973-086GR,DEBRIS,US,1973-11-06,AFWTR,
14481 ,COSMOS 1505 DEB,1983-107C,DEBRIS,CIS,1983-10-21,PKMTR,1984-12-09
14482 ,COSMOS 1505 DEB,1983-107D,DEBRIS,CIS,1983-10-21,PKMTR,1984-01-03
14483 ,COSMOS 1508,1983-111A,PAYLOAD,CIS,1983-11-11,PKMTR,
14484 ,SL-8 R/B,1983-111B,ROCKET BODY,CIS,1983-11-11,PKMTR,2015-07-25
14485 ,SALYUT 7 DEB,1982-033AM,DEBRIS,CIS,1982-04-19,TTMTR,1983-11-17
14486 ,SALYUT 7 DEB,1982-033AN,DEBRIS,CIS,1982-04-19,TTMTR,1983-11-18
14487 ,SALYUT 7 DEB,1982-033AP,DEBRIS,CIS,1982-04-19,TTMTR,1983-11-17
14488 ,PROGRESS 18 DEB,1983-106C,DEBRIS,CIS,1983-10-20,TTMTR,1983-11-20
14489 ,PROGRESS 18 DEB,1983-106D,DEBRIS,CIS,1983-10-20,TTMTR,1983-11-22
14490 ,COSMOS 1509,1983-112A,PAYLOAD,CIS,1983-11-17,PKMTR,1983-12-01
14491 ,DELTA 1 DEB,1977-065FG,DEBRIS,US,1977-07-14,AFETR,2005-08-26
14492 ,DELTA 1 DEB,1977-065FH,DEBRIS,US,1977-07-14,AFETR,1999-05-20
14493 ,DELTA 1 DEB,1977-065FJ,DEBRIS,US,1977-07-14,AFETR,
14494 ,DELTA 1 DEB,1977-065FK,DEBRIS,US,1977-07-14,AFETR,1988-07-09
14495 ,DELTA 1 DEB,1977-065FL,DEBRIS,US,1977-07-14,AFETR,1989-06-10
14496 ,DELTA 1 DEB,1977-065FM,DEBRIS,US,1977-07-14,AFETR,
14497 ,DELTA 1 DEB,1977-065FN,DEBRIS,US,1977-07-14,AFETR,
14498 ,SL-4 R/B,1983-112B,ROCKET BODY,CIS,1983-11-17,PKMTR,1983-11-22
14499 ,THOR ABLESTAR DEB,1961-015LA,DEBRIS,US,1961-06-29,AFETR,1991-03-20
14500 ,THOR ABLESTAR DEB *,1961-015LB,DEBRIS,US,1961-06-29,AFETR,1989-05-06
14501 ,COSMOS 886 DEB,1976-126BN,DEBRIS,CIS,1976-12-27,TTMTR,
14502 ,COSMOS 886 DEB,1976-126BP,DEBRIS,CIS,1976-12-27,TTMTR,
14503 ,COSMOS 886 DEB,1976-126BQ,DEBRIS,CIS,1976-12-27,TTMTR,
14504 ,COSMOS 1275 DEB,1981-053JJ,DEBRIS,CIS,1981-06-04,PKMTR,
14505 ,DIAMANT DEB *,1967-014J,DEBRIS,FR,1967-02-15,HGSTR,2002-01-19
14506 ,OPS 1294 (DMSP 5D-2 F7),1983-113A,PAYLOAD,US,1983-11-18,AFWTR,
14507 ,SALYUT 7 DEB,1982-033AQ,DEBRIS,CIS,1982-04-19,TTMTR,1983-12-24
14508 ,SALYUT 7 DEB,1982-033AR,DEBRIS,CIS,1982-04-19,TTMTR,1983-12-04
14509 ,DELTA 1 DEB,1976-077EQ,DEBRIS,US,1976-07-29,AFWTR,
14510 ,DELTA 1 DEB,1976-077ER,DEBRIS,US,1976-07-29,AFWTR,
14511 ,COSMOS 970 DEB,1977-121BJ,DEBRIS,CIS,1977-12-21,TTMTR,
14512 ,TANSEI 3 DEB,1977-012K,DEBRIS,JPN,1977-02-19,KSCUT,
14513 ,COSMOS 1493 DEB,1983-087H,DEBRIS,CIS,1983-08-23,PKMTR,1983-12-15
14514 ,DELTA 1 DEB (YO),1976-039D,DEBRIS,US,1976-05-04,AFWTR,1993-12-08
14515 ,OPS 4682 DEB,1965-027M,DEBRIS,US,1965-04-03,AFWTR,
14516 ,MOLNIYA 1-59,1983-114A,PAYLOAD,CIS,1983-11-23,PKMTR,2001-10-30
14517 ,SL-6 R/B(1),1983-114B,ROCKET BODY,CIS,1983-11-23,PKMTR,1983-12-15
14518 ,SL-6 PLAT,1983-114C,DEBRIS,CIS,1983-11-23,PKMTR,1983-12-10
14519 ,SOYUZ-T 9 ORBIT MODULE,1983-062C,PAYLOAD,CIS,1983-06-27,TTMTR,1984-03-17
14520 ,SL-6 R/B(2),1983-114D,ROCKET BODY,CIS,1983-11-23,PKMTR,2001-01-24
14521 ,COSMOS 1510,1983-115A,PAYLOAD,CIS,1983-11-24,PKMTR,
14522 ,SL-14 R/B,1983-115B,ROCKET BODY,CIS,1983-11-24,PKMTR,
14523 ,STS 9,1983-116A,PAYLOAD,US,1983-11-28,AFETR,1983-12-08
14524 ,INSAT 1B R/B(PAM-D),1983-089C,ROCKET BODY,US,1983-08-30,AFETR,
14525 ,DELTA 1 DEB,1983-051C,DEBRIS,US,1983-05-26,AFWTR,1986-04-07
14526 ,DELTA 1 DEB,1983-051D,DEBRIS,US,1983-05-26,AFWTR,1989-03-06
14527 ,COSMOS 375 DEB,1970-091AS,DEBRIS,CIS,1970-10-30,TTMTR,1990-08-29
14528 ,ATLAS CENTAUR 2 DEB *,1963-047Q,DEBRIS,US,1963-11-27,AFETR,2004-04-06
14529 ,ATLAS CENTAUR 2 DEB *,1963-047R,DEBRIS,US,1963-11-27,AFETR,1991-10-15
14530 ,COSMOS 1511,1983-117A,PAYLOAD,CIS,1983-11-30,PKMTR,1984-01-13
14531 ,SL-4 R/B,1983-117B,ROCKET BODY,CIS,1983-11-30,PKMTR,1983-12-05
14532 ,GORIZONT 8,1983-118A,PAYLOAD,CIS,1983-11-30,TTMTR,
14533 ,SL-12 R/B(1),1983-118B,ROCKET BODY,CIS,1983-11-30,TTMTR,1983-12-02
14534 ,SL-12 PLAT,1983-118C,DEBRIS,CIS,1983-11-30,TTMTR,1983-12-01
14535 ,COSMOS 1509 DEB,1983-112C,DEBRIS,CIS,1983-11-17,PKMTR,1983-12-27
14536 ,COSMOS 1509 DEB,1983-112D,DEBRIS,CIS,1983-11-17,PKMTR,1983-12-05
14537 ,SL-12 R/B(AUX MOTOR),1983-118D,ROCKET BODY,CIS,1983-11-30,TTMTR,1988-09-23
14538 ,SL-12 R/B(AUX MOTOR),1983-118E,ROCKET BODY,CIS,1983-11-30,TTMTR,1988-09-23
14539 ,COSMOS 1509 DEB,1983-112E,DEBRIS,CIS,1983-11-17,PKMTR,1983-12-03
14540 ,COSMOS 1509 DEB,1983-112F,DEBRIS,CIS,1983-11-17,PKMTR,1983-12-07
14541 ,COSMOS 1509 DEB,1983-112G,DEBRIS,CIS,1983-11-17,PKMTR,1983-12-02
14542 ,COSMOS 1512,1983-119A,PAYLOAD,CIS,1983-12-07,PKMTR,1983-12-21
14543 ,SL-4 R/B,1983-119B,ROCKET BODY,CIS,1983-12-07,PKMTR,1983-12-17
14544 ,SL-4 DEB,1983-119C,DEBRIS,CIS,1983-12-07,PKMTR,1983-12-09
14545 ,SL-4 DEB,1983-119D,DEBRIS,CIS,1983-12-07,PKMTR,1983-12-09
14546 ,COSMOS 1513,1983-120A,PAYLOAD,CIS,1983-12-08,PKMTR,
14547 ,SL-8 R/B,1983-120B,ROCKET BODY,CIS,1983-12-08,PKMTR,
14548 ,SL-12 R/B(2),1983-118F,ROCKET BODY,CIS,1983-11-30,TTMTR,
14549 ,COSMOS 1514,1983-121A,PAYLOAD,CIS,1983-12-14,PKMTR,1983-12-19
14550 ,SL-4 R/B,1983-121B,ROCKET BODY,CIS,1983-12-14,PKMTR,1983-12-19
14551 ,COSMOS 1515,1983-122A,PAYLOAD,CIS,1983-12-15,PKMTR,
14552 ,SL-14 R/B,1983-122B,ROCKET BODY,CIS,1983-12-15,PKMTR,
14553 ,DMSP 5D-2 F7 DEB,1983-113B,DEBRIS,US,1983-11-18,AFWTR,1991-09-02
14554 ,DMSP 5D-2 F7 DEB,1983-113C,DEBRIS,US,1983-11-18,AFWTR,1991-10-02
14555 ,COSMOS 1275 DEB,1981-053JK,DEBRIS,CIS,1981-06-04,PKMTR,2000-06-30
14556 ,COSMOS 1275 DEB,1981-053JL,DEBRIS,CIS,1981-06-04,PKMTR,
14557 ,COSMOS 1275 DEB,1981-053JM,DEBRIS,CIS,1981-06-04,PKMTR,
14558 ,COSMOS 1275 DEB,1981-053JN,DEBRIS,CIS,1981-06-04,PKMTR,
14559 ,DELTA 1 DEB,1978-026GG,DEBRIS,US,1978-03-05,AFWTR,
14560 ,COSMOS 1505 DEB,1983-107E,DEBRIS,CIS,1983-10-21,PKMTR,1984-01-31
14561 ,COSMOS 1505 DEB,1983-107F,DEBRIS,CIS,1983-10-21,PKMTR,1984-02-26
14562 ,COSMOS 1497 DEB,1983-095F,DEBRIS,CIS,1983-09-09,PKMTR,1983-12-27
14563 ,DELTA 1 DEB,1977-065FP,DEBRIS,US,1977-07-14,AFETR,
14564 ,DELTA 1 DEB,1977-065FQ,DEBRIS,US,1977-07-14,AFETR,
14565 ,DELTA 1 DEB,1977-065FR,DEBRIS,US,1977-07-14,AFETR,
14566 ,M-3S DEB *,1983-011D,DEBRIS,JPN,1983-02-20,KSCUT,1987-08-31
14567 ,M-3S DEB,1983-011E,DEBRIS,JPN,1983-02-20,KSCUT,1984-10-08
14568 ,SL-8 DEB,1983-001C,DEBRIS,CIS,1983-01-12,PKMTR,
14569 ,N-1 DEB,1982-087D,DEBRIS,JPN,1982-09-03,TNSTA,
14570 ,MOLNIYA 3-22,1983-123A,PAYLOAD,CIS,1983-12-21,PKMTR,1993-08-18
14571 ,SL-6 R/B(1),1983-123B,ROCKET BODY,CIS,1983-12-21,PKMTR,1984-02-14
14572 ,SL-6 PLAT,1983-123C,DEBRIS,CIS,1983-12-21,PKMTR,1984-02-04
14573 ,COSMOS 1512 DEB,1983-119E,DEBRIS,CIS,1983-12-07,PKMTR,1984-02-16
14574 ,COSMOS 1512 DEB,1983-119F,DEBRIS,CIS,1983-12-07,PKMTR,1983-12-30
